Month,Email/JIRA Date,Jira Key,Event type,Customer,Number of Customers,Event/Bulletin Title,Issue Type,Reason,Root Cause,Sub-type,Improvement VS Bug,Short Term Fix Status,Automation Opportunity,RCA Requested,Comments,Delay,Missed_Flag,Month_Sort,Delay (Hours),Reporting Month,Severity,Standard Automation Focus,RCA Details,Routed To,Resolution Date
Aug 2026,31-Aug-2026,,Cyber Attack,Merck,1,Baxter International Reports a Cybersecurity Incident,Complaint,Missed Event,People,Review,Improvement,RCA Shared,Not Impactful Decision Validation,Yes,"Customer reported the missed Baxter ransomware incident. EventWatch captured the report on August 14, but human review incorrectly marked it Not Impactful; the event was re-evaluated, a WarRoom was created, and an NC was raised.",,Yes,8,,Aug 2026,Medium,WarRoom & Decision Validation,,EventWatch Ops - Nitin Rindhe,
Aug 2026,31-Aug-2026,,Cyber Attack,Merck,1,McKesson Corporation Confirms Data Breach Following a Cybersecurity Incident,Complaint,Missed Event,People,Review,Improvement,RCA Shared,Entity & Duplicate Decision Validation,Yes,"Customer reported the missed McKesson data-breach incident. EventWatch captured the report on August 28, but human review assumed it was already covered; the event was re-evaluated, a WarRoom was created, and an NC was raised.",,Yes,8,,Aug 2026,Medium,WarRoom & Decision Validation,,EventWatch Ops - Nitin Rindhe,
Aug 2026,31-Aug-2026,EAO-32,Counterfeit,Liberty Blume,1,Ciena 400G Optics Counterfeit Risk Intelligence Request (Liberty Blume),Inquiry,Intelligence/Advisory Request,Process,Process Clarification,Improvement,Clarification Provided,Counterfeit/grey-market component intelligence briefing capability,No,Staged from Jira EAO-32 (Open). Liberty Blume requested industry intelligence on counterfeit/grey-market Ciena 400G optical transceivers beyond the supplier scanning report already provided.,,No,8,,Aug 2026,Low,Other Control Automation,"No RCA: an intelligence request, not a service miss. Liberty Blume asked for further detail on Ciena 400G optics counterfeit risk. EventWatch confirmed to the customer that no such reporting is available in the public domain and that the topic remains under active monitoring; the customer accepted that position, so the item is closed rather than open.",EventWatch Ops - Nitin Rindhe,
Sep 2026,02-Sep-2026,EAO-33,Geopolitical,Caterpillar,1,Taiwan Strait Conflict Risk Assessment – Missed EventWatch Notification,Complaint,Missed Event,People,Review,Improvement,RCA Shared,Geopolitical conflict risk-assessment scenario monitoring and escalation,Yes,Staged from Jira EAO-33 (In Progress). Caterpillar reported no notification for “Taiwan Strait Conflict Risk Assessment and Potential Global Supply Chain Impact”; CS found no matching event in the backend.,,Yes,9,,Sep 2026,Medium,WarRoom & Decision Validation,"Human error. The analyst marked the event Not Impactful while clearing stories at pace, so it was never escalated for WarRoom consideration. The event was captured and available for review; ingestion, source coverage and mapping did not contribute.",EventWatch Ops - Nitin Rindhe,
Sep 2026,03-Sep-2026,EAO-34,Protest/Riot,Ford,1,Western Balkans Truck Driver/EU Border Blockade – August 31 Update Missed Alert (Ford),Complaint,Missed Event,People,Review,Improvement,RCA Shared,Recurring/evolving-event WarRoom update monitoring and re-escalation detection,Yes,"Staged from Jira EAO-34 (Open). Ford reported a missed alert for the August 31 update to Western Balkans/Serbia-EU border blockade disruptions; CS found the original January 2026 event but needs to confirm whether it was updated to cover this development. Related to the January 2026 Eaton row above (same underlying WarRoom, different customer/date).",,Yes,9,,Sep 2026,Medium,WarRoom & Decision Validation,"Human error. The analyst marked the event Not Impactful while clearing stories at pace, so it was never escalated for WarRoom consideration. The event was captured and available for review; ingestion, source coverage and mapping did not contribute.",EventWatch Ops - Nitin Rindhe,
Sep 2026,07-Sep-2026,EAO-35/EAO-36,Power Outage,Eaton/Ford,2,Punjab Region Risk Event – Supplier Sites Outside the Impact Area Mapped for Impact Confirmation (Eaton/Ford),Complaint,Geographic Misclassification,Product,Mapping,Improvement,RCA Shared,"Geographic validation of supplier site geocodes against the event impact polygon before impact-confirmation requests are issued, so sites outside the affected region cannot be attached to an event",Yes,"One incident reported by two customers on consecutive days, merged from Jira EAO-35 (Eaton, 07-Sep, Open) and EAO-36 (Ford, 08-Sep, Open). Eaton queried why four Tier 1 suppliers including a logistics partner were mapped to a Punjab risk event when their CDIF lists only Kumar Exports in Punjab, with Bhavani Industries (Maharashtra) and MT Autocraft (Himachal Pradesh) also attached and Tier 2 mappings reaching LOROM Industrial (Taipei) and DB Schenker (Barcelona). Ford separately reported that a Punjab power-cut WarRoom sent an impact-confirmation request to SMI AMTEK CRANKSHAFT in Dharuhera, Haryana, and that SNAP shows no active direct Tier 1 suppliers in Punjab at all, generating wasted supplier outreach. The geofence polygon over the affected region was correct and supplier selection is system-driven, so the probable cause is incorrect geocoding of supplier site coordinates rather than an operator or polygon error. Ford requested RCA, immediate corrective action and preventive corrective action. Number of Customers is 2; see the customer exposure table for the per-customer split.",,No,9,,Sep 2026,Medium,AI-Assisted Geofencing,"Supplier selection for this event was system-driven: a polygon was drawn around the affected region in Punjab, so no analyst chose the sites by hand and an incorrect manual selection is not possible. The probable cause is incorrect geocoding placing supplier sites inside the impact area. Reported to Eaton and Ford on that basis.",Product & Platform,
Sep 2026,08-Sep-2026,EAO-37,Extreme Weather,Sandisk,1,"Record Heavy Rain in Yokkaichi City, Japan – No EventWatch Notification (Sandisk)",Complaint,Delayed Event,People,Captured Late,Improvement,RCA Shared,Timeliness monitoring that flags a region already producing captured stories where a related event has not been published within the reporting window,Yes,"Staged from Jira EAO-37 (Open). Sandisk was alerted internally to record heavy rain in Yokkaichi city, Japan and could find no news item or WarRoom for it, despite having loaded their own Yokkaichi sites as suppliers. The customer supplied no public source. CS verified the Sandisk org and then the database across all customer orgs and found no evidence the notification was ever generated, so the event did not enter the system at all rather than being filtered out. RCA requested.",~1 day (customer query 08-Sep-2026 -> EventWatch report 09-Sep-2026),Yes,9,,Sep 2026,Medium,WarRoom & Decision Validation,"Not a coverage gap and not a Not Impactful call. The news was in the public domain and other Japan flooding stories were being captured on the analyst portal at the time; this one was delayed in reporting and only published on 09-Sep-2026, after the customer had raised the query on 08-Sep. Sandisk's complaint is that it never reached the notified section of their portal, which is the downstream effect of the reporting delay rather than a separate visibility defect.",EventWatch Ops - Nitin Rindhe,
Sep 2026,08-Sep-2026,EAO-38,Merger & Acquisition,Eaton,1,Vertiv Acquires UtilityInnovation Group – Supplier Notification and Medium Risk Classification Queried (Eaton),Inquiry,Severity / consolidation handling concern,Process,Policy/Logic,Improvement,Clarification Provided,"Automated enforcement of the M&A notification threshold so acquiring-side suppliers are excluded from impact-confirmation requests, plus a documented basis for the risk classification",No,"Staged from Jira EAO-38 (Open). Eaton queried WarRoom 37485945, 'Vertiv Acquires UtilityInnovation Group' (event date 08-Sep-2026, closed, severity Low). Two questions: why a Supplier Impact Confirmation Request was issued when the supplier is the acquiring party, which the latest Resilinc event-threshold guidance says does not require supplier notification; and why the event was classified Medium risk. The customer wants to know whether scenarios are being missed. A written explanation covering both was requested rather than an RCA.",,No,9,,Sep 2026,Low,WarRoom & Decision Validation,"Not a defect, and the rule has since changed. The Supplier Impact Confirmation was issued in line with one of the customers mapped to that supplier, whose settings called for it, so the request was correct for that account even though Eaton reads the M&A threshold as excluding an acquiring supplier. Under the new process supplier impact is sent to all mapped customers regardless of which side of the transaction the supplier is on, and Eaton was given that explanation together with the basis for the risk grade.",EventWatch Ops - Nitin Rindhe,
Sep 2026,11-Sep-2026,EAO-39,Supply Shortage,Belden Inc,1,TSMC 28nm Production Capacity Reduction – No EventWatch Notification (Belden),Inquiry,Coverage Verification Request,Product,Source Coverage,Improvement,Clarification Provided,"Reconciliation between what the vendor feeds deliver and what actually reaches the analyst portal, so a harvested item that never surfaces is caught rather than found by a customer; plus an evidence grade carried on the event itself - confirmed, credible but unconfirmed, disputed, unsubstantiated, demonstrably false - so a customer can see the basis of a report without asking, and name-collision detection on the mapping surface so a near-identical supplier name is flagged at mapping time",Yes,"EAO-39: Belden asked why they received no EventWatch notification and saw no related news for TSMC's 28nm production capacity reduction. The query ran on through two follow-ups, both part of the same contact rather than separate records. First, on 18-Sep-2026 the customer cited a 22-Jun-2026 report that TSMC denied phasing out 28nm and asked how EventWatch separates real reporting from fake, what criteria establish that a notification is not fake, and whether the 28nm reduction is real; a written assessment was issued covering the source hierarchy, the five evidence grades and the TSMC timeline. Second, on 22-Sep-2026 the customer corrected their own position and confirmed TSMC is not mapped in their BOM - they source the wafer via Broadcom, and the Taiwan Semiconductor entity they had mapped covers resistors and MOSFETs - so no customer notification was owed. Reclassified on review from Complaint to Inquiry with Missed_Flag No, and logged under Source Coverage.",,No,9,,Sep 2026,Medium,Dynamic Source Discovery,"Not a source-coverage gap in the ingestion sense. The news was captured by the vendor sources but never surfaced on the analyst portal, so it was never available for review and no coverage was created; the failure sits between ingestion and the analyst queue. The customer's exposure claim did not hold either: Belden confirmed on 22-Sep-2026 that TSMC is not mapped in their BOM, having mapped Taiwan Semiconductor Co., Ltd. (resistors and MOSFETs) rather than Taiwan Semiconductor Manufacturing Company. The two are different suppliers in different commodities and the near-identical name is what led the customer to expect coverage; nothing in the mapping surface flags that collision. On the authenticity question the report was assessed as credible but unconfirmed public reporting of a selective production and capacity shift at Fab 15A: Commercial Times (22-Jun-2026) reported monthly 28nm wafer starts falling from roughly 200,000 to 150,000 with migration toward 12nm and reallocation to silicon-interposer production, Economic Daily News (May 2026) reported Fab 15A converting toward 4nm, and TrendForce, SemiMedia, Tech in Asia and GuruFocus carried or analysed the same upstream reporting. TSMC stated on 22-Jun-2026 that its overall mature-node strategy was unchanged, which is not contradictory - an unchanged strategy is compatible with selective conversion at one fab. The specific 25 percent reduction came from supply-chain sources and was never confirmed by TSMC, so it is not classified as fake.",Product & Platform,
Sep 2026,11-Sep-2026,EAO-39,Supply Shortage,Belden Inc,1,Murata MLCC Product Line Discontinuation – No EventWatch Notification (Belden),Complaint,Missed Event,People,Review,Improvement,Pending,"Validation step on high-impact component end-of-life and discontinuation notices before an analyst can clear them, so a major supplier's EOL announcement cannot be dismissed at review",Yes,"Staged from Jira EAO-39 (Open). Belden reported receiving no EventWatch notification and seeing no related news for Murata Manufacturing's FY2026 product line optimization, which discontinues specific MLCC part numbers across the GRM, GRJ, GRT, GXM, GXT, GCM, GCJ, GCG and ZRA families; written responses are due by end 2027, final orders by end March 2028 and last shipment 31-Mar-2029. Cause established as an analyst miss at review, not a coverage gap.",,Yes,9,,Sep 2026,Medium,WarRoom & Decision Validation,Analyst miss. The event was available for review and was not escalated into EventWatch coverage. Ingestion and source coverage did not contribute.,EventWatch Ops - Nitin Rindhe,
Sep 2026,11-Sep-2026,EAO-40,Factory Fire,Ford,1,"Precision Resource Facility Fire, Mt. Sterling, Kentucky – Deep-Tier Supplier Event Not Captured (Ford)",Complaint,Missed Event,Product,Source Coverage,Improvement,Pending,"Monitoring of local and regional outlets covering industrial incidents at deep-tier supplier sites, with event-to-supply-chain correlation so a sub-tier fire is linked to the OEMs exposed through it",Yes,"Staged from Jira EAO-40 (Open). Hydraulic press fire at Precision Resource, Mt. Sterling, Kentucky on 08-Sep-2026, with smoke and water-suppression damage to the pressing and machining areas. The facility is a deep-tier supplier to Ford through two Tier-1s, producing fineblanked powertrain, transmission, seating and safety-critical parts. Reported by The Mt. Sterling Advocate; EventWatch neither detected nor broadcast it. The customer has formally requested an RCA, an Interim Corrective Action and a Permanent Corrective Action covering regional industrial incident detection and deep-tier site monitoring.",,Yes,9,,Sep 2026,High,Dynamic Source Discovery,"Source coverage gap, confirmed by Engineering on 17-Sep-2026: the incident was carried by a single outlet, a local Kentucky news reporter that was not part of the vendor's source network, and the vendor was asked to add it. Ford then asked whether the vendor being onboarded next quarter would have covered the event; Engineering confirmed on 24-Sep-2026 that the incoming vendor already carries that source, so the same event would have been captured under the new network. The RCA was amended to carry that statement and posted on 24-Sep-2026; it is with the CSM for review before it goes to the customer, so the record stays Pending.",Product & Platform,
Sep 2026,14-Sep-2026,EAO-41,Bankruptcy,Irving Oil,1,Paystone CCAA Filing – No EventWatch Notification (Irving Oil),Inquiry,Missed insolvency alert,Product,Keyword Update,Improvement,RCA Shared,"Keyword coverage for insolvency and restructuring terminology in the bankruptcy algorithm, with a regression check when a filing type such as CCAA is added, so the same class of filing is not missed twice",Yes,"EAO-41: Irving Oil asked why Paystone's CCAA filing was missed, raised to them by their own senior leadership rather than by EventWatch. Customer Support verified the Irving Oil org and found no corresponding notification, and found no evidence across any customer org that the event notification was generated or sent. Source was insolvencyinsider.ca. Cause established as a keyword miss in the bankruptcy algorithm, fixed by adding new keywords. RCA prepared and reviewed; the CSM closed the ticket on 23-Sep-2026 with no further customer questions outstanding. Logged as an Inquiry on review: the customer raised it as a question and the product connection to Paystone is weak. Missed_Flag stays Yes because the keyword gap and its fix are established, independent of how the contact is classified.",,Yes,9,,Sep 2026,Medium,Dynamic Source Discovery,"Keyword miss in the bankruptcy algorithm: the filing was not matched because the algorithm's keyword set did not cover this filing's terminology. Fixed by adding new keywords. Not a source-coverage gap - the row was staged as one before the investigation reported, and is corrected here. RCA was issued as a PDF attachment whose text is not in Jira.",Product & Platform,23-Sep-2026
Sep 2026,16-Sep-2026,EAO-42,Bankruptcy,Eaton,1,Pollmann Austria GmbH Insolvency – No EventWatch Notification (Eaton),Complaint,Missed insolvency alert,Product,Keyword Update,Improvement,RCA Shared,"Keyword coverage for insolvency and restructuring terminology in the bankruptcy algorithm, with a regression check when a filing type is added, so the same class of filing is not missed twice",Yes,"EAO-42: Eaton reported that Pollmann Austria GmbH entered insolvency/restructuring proceedings on 01-Sep-2026, found through their own supplier engagement rather than EventWatch. No alert had been generated as of 15-Sep, a 15-day awareness delay. Publicly reported by KSV1870, the Austrian credit protection registry, and by ORF. Cause established as a keyword miss in the bankruptcy algorithm, fixed by adding a new keyword. RCA reviewed and approved internally on 20-Sep-2026 and shared with the customer; ticket closed 23-Sep-2026 with no follow-up received.","15 days (01-Sep proceedings - 15-Sep escalation, never published)",Yes,9,,Sep 2026,Medium,Dynamic Source Discovery,"Keyword miss in the bankruptcy algorithm: the filing was not matched because the algorithm's keyword set did not cover this filing's terminology. Fixed by adding a new keyword. Not a registry or source-coverage gap - the row was staged as one before the investigation reported, and is corrected here. This is the second keyword miss in the same bankruptcy algorithm in a week, after EAO-41. RCA was issued as a PDF attachment whose text is not in Jira.",Product & Platform,23-Sep-2026
Sep 2026,18-Sep-2026,EAO-43,Merger & Acquisition,Eaton,1,Clarification on Impact Confirmation Requests for Supplier Acquisitions (Eaton),Inquiry,Monitoring Strategy RFI,Process,Process Clarification,Improvement,Clarification Provided,"Publish the M&A impact-confirmation trigger criteria in-product, so the rationale for an acquiring-side outreach is visible on the request itself instead of being explained per account after the fact",No,"Staged from Jira EAO-43 (In Progress). Eaton asked why Supplier Impact Confirmation requests are issued to a Tier-1 supplier when that supplier is the acquiring party, as distinct from a merger or business sale where integration impact is understandable. Three questions: what specific risks or impacts the notification assesses, which supply chain disruption scenarios are commonly associated with acquisitions, and what criteria Resilinc uses to decide an acquisition event warrants supplier outreach. No event or WarRoom was named and no service failure is alleged. Follows EAO-38, the same account's query on the Vertiv acquisition. A written explanation was issued on 23-Sep-2026.",,No,9,,Sep 2026,Low,WarRoom & Decision Validation,"Not a defect. Under the updated EventWatch Supplier Impact Confirmation methodology the outreach criteria were widened across event types in response to customer requests for greater visibility. For a Merger & Acquisition the confirmation request validates whether the transaction has created operational or supply-chain impact that is not yet publicly known; a 'no impact' reply is itself useful because it confirms continuity of supply, and disruption is not assumed. The trigger ladder given to the customer: Low, neither company mapped and the transaction is an informational industry development, so no confirmation is sent; Medium, a mapped Tier-1 acquires a non-mapped company with no confirmed disruption, so outreach may be initiated to validate impact; High, a mapped company or site has confirmed operational or supply-chain disruption. Where the company being acquired or sold is itself mapped, the event is handled under Business Sale criteria.",EventWatch Ops - Nitin Rindhe,
Sep 2026,24-Sep-2026,EAO-44,Bankruptcy,Eaton,1,UPG Enterprises Chapter 11 Mapped to Mapes & Sprowl - Mapping and Severity Queried (Eaton),Inquiry,Wrong Relevancy,Product,Mapping,Improvement,Clarification Provided,"Scope check on parent-subsidiary linkage for insolvency filings, so a WarRoom is not raised against a subsidiary the filing text explicitly excludes, plus a recorded basis for the severity grade",No,"Staged from Jira EAO-44 (In Progress). Eaton queried the WarRoom 'UPG Enterprises Files for Chapter 11 Bankruptcy in the USA' (event date 23-Sep-2026) created against Mapes & Sprowl. The customer read the source article and points out that although UPG Enterprises and Mapes & Sprowl are corporately linked, the article states the filing is not related to Mapes & Sprowl. Two questions: the rationale for creating the WarRoom against that supplier, and the basis for classifying the event as High severity. Findings and a response were requested rather than a formal RCA. Nitin answered both on the ticket on 24-Sep-2026.",,No,9,,Sep 2026,Medium,Entity & Supplier Resolution,"Deliberate precautionary scoping, explained to the customer on 24-Sep-2026. Mapes & Sprowl is an affiliate operating within the UPG family of companies, and the official press release stated that UPG Enterprises LLC filed for Chapter 11 together with certain of its affiliates. That announcement did name UPG's international operations and UPG Electrical and its subsidiaries as outside the filing, but Mapes & Sprowl was not among the entities explicitly excluded. Given the complex corporate hierarchies typical of industrial holding groups and the broad umbrella language of the initial disclosure, connected entities were included in the WarRoom as a precautionary early-warning measure to minimise visibility gaps. Inclusion was not a statement that Mapes & Sprowl had itself filed: the WarRoom gives supply chain and procurement teams a workspace to begin supplier outreach, establish which operating entities fall inside the filing scope, and assess upstream or downstream impact from the parent's restructuring. On severity, the Bankruptcy-specific reporting guideline in the EventWatch Thresholds and Guidelines states that a mapped company is reported with High severity, and Mapes & Sprowl was identified as mapped during the initial assessment, so High followed from that rule.",Product & Platform,
Sep 2026,24-Sep-2026,EAO-45,Factory Fire,Ford,1,Purflux Group Filter Systems Maroc Facility Fire - 10-11 Day Alert Delay (Ford),Inquiry,Delayed Event,Product,Captured Late,Improvement,Pending,"Latency monitoring on the gap between an incident's first public report and EventWatch publication, so a multi-day lag on a Tier-1 manufacturing site raises an internal alarm instead of waiting for the customer to notice",Yes,"EAO-45: Ford reported a fire at Purflux Group's Filter Systems Maroc plant in Morocco on 11/12-Sep-2026 that Resilinc published only on 22-Sep-2026, a 10 to 11 day lag. Purflux supplies oil, fuel, air and cabin filtration to automotive powertrain and vehicle assembly lines, and the company issued its own official statement at the time. Ford has requested a formal RCA plus interim and permanent corrective actions covering regional event detection across North African and European manufacturing hubs. Logged as an Inquiry on review. EventWatch review established that no article carrying the company name was captured on the portal on 11-Sep-2026; the rest of the delay is still under investigation.",~10-11 days (event 11/12-Sep-2026 -> published 22-Sep-2026),Yes,9,252,Sep 2026,High,Dynamic Source Discovery,"No news article carrying the company name was captured on the EventWatch portal on 11-Sep-2026, the date Ford gives for the incident, so there was no item available to publish on that date. The remainder of the interval to the 22-Sep-2026 publication is still under investigation, so Root Cause, Sub-type and Standard Automation Focus on this record remain provisional.",Product & Platform,
